OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
31030,Field Rd&Youth Hostel S-MI/SB,FILDYHO0,FILDYHOS,4602,37.83166,-122.52345,0,BUNKER RD,FIELD RD,MI,S,,0,09/11/2019 06:58:28 PM +0000,1634145,120,,"(37.83165999990037, -122.52344999994716)",,,,
32443,Townsend St&6th St N-NS/SB,TOWN 6S0,TOWN 6ST,6698,37.773675,-122.399424,0,6TH ST,TOWNSEND ST,NS,N,,0,09/11/2019 06:58:28 PM +0000,1637289,120,,"(37.77367499999345, -122.39942400005688)",32,1,10,4
32359,Quintara St&44th Ave SW-NS,QUIN44A1,QUIN44AV,6165,37.74742,-122.50304,0,44TH AVE,QUINTARA ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1636919,120,,"(37.74742000029204, -122.50303999965658)",39,10,7,35
32137,Bay Shore Blvd&Sunnydale Ave NE-FS/FL,BSHRSUNY,BSHRSUNY,7179,37.708837,-122.405067,0,BAYSHORE BLVD,SUNNYDALE AVE,MB,,SI,0,09/11/2019 06:58:28 PM +0000,1636714,120,,"(37.7088370001643, -122.40506700046218)",89,9,9,1
33129,Taraval St&28th Ave NE-NS/PS,TARA28A0,TARA28AV,6624,37.742684,-122.485212,0,28TH AVE,TARAVAL ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1638675,120,,"(37.74268400017753, -122.48521199946708)",40,10,7,35
33509,Pennsylvania AVE & 23rd ST NS  SE,PENN23S1,,7527,37.755015,-122.392791,0,23RD ST,PENNSYLVANIA AVE,,,,0,09/11/2019 06:58:28 PM +0000,1639905,120,,"(37.75501499992131, -122.39279099959809)",54,2,9,26
31229,Fillmore St&Pine St SW-FS/BZ,FILLPIN1,FILLPINE,4636,37.787717,-122.433655,0,PINE ST,FILLMORE ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1634380,120,,"(37.78771699996994, -122.43365499959067)",103,4,11,30
30091,19th Ave&Ocean Ave NW-NS/SB,19AVOCE0,19AVOCEN,3377,37.73279,-122.4751,0,OCEAN AVE,19TH AVE,NS,NW,FL,0,09/11/2019 06:58:28 PM +0000,1632415,120,,"(37.73278999970496, -122.47509999989029)",62,10,8,35
31908,Teresita Blvd&Foerster St NE-NS/PS,TEREFOE0,TEREFOER,6667,37.734345,-122.448776,0,FOERSTER ST,TERESITA BLVD,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1635933,120,,"(37.73434499958793, -122.44877599980137)",72,9,8,41
30681,Conzelman Rd&Kirby Cove Rd NW-FS/SB,CONZKRB0,CONZKRBY,4133,37.82952,-122.48402,0,HWY 101 SOUTH RAMP,CONZELMAN RD,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1633539,120,,"(37.829519999720866, -122.48401999990978)",,,,
33259,909 Ellsworth St SW-NS/PS,EWTHH901,EWTHH909,4565,37.73284,-122.41679,0,ANDERSON ST,ELLSWORTH ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1638984,120,,"(37.732840000283055, -122.41678999970067)",83,9,2,2
31481,Laguna Honda Blvd&Balceta Ave E-NS,LGHNBAL1,LGHNBALC,4876,37.74537,-122.45709,0,BALCETA AVE,LAGUNA HONDA BLVD,NS,E,,0,09/11/2019 06:58:28 PM +0000,1634841,120,,"(37.7453699998233, -122.45708999991149)",49,7,8,41
32735,19th Ave&Wawona St SE-NS/BZ,19AVWAW1,19AVWAWO,3401,37.73734,-122.47515,0,WAWONA ST,19TH AVE,NS,SE,BZ,0,09/11/2019 06:58:28 PM +0000,1639273,120,,"(37.73733999956714, -122.47515000020128)",46,10,8,41
30756,Diamond St&26TH St SE-NS/PS,DIAM26SE,DIAM26ST,4374,37.747889,-122.43591,0,26TH ST,DIAMOND ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1633755,120,,"(37.74788899959898, -122.43591000011216)",84,3,5,22
30953,Cole St&Frederick St NW-NS/PS,COLEFRE0,COLEFRED,4094,37.76683,-122.4502,0,FREDERICK ST,COLE ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633706,120,,"(37.7668300000318, -122.45020000054865)",29,7,11,3
32423,Market St&9th St S-NS/SI,MRKT.9S1,MRKT.9ST,5652,37.77741,-122.41634,0,9TH ST,MARKET ST,NS,S,SI,0,09/11/2019 06:58:28 PM +0000,1637818,120,,"(37.77740999961032, -122.4163399997036)",32,5,10,34
33596,16th St& Missouri St SE-FS/BZ,16STMIO0,,7763,37.766402,-122.396782,,MISSISSIPPI ST,16TH ST,,,,,09/11/2019 06:58:28 PM +0000,1639947,120,,"(37.76640199956101, -122.39678200023512)",54,1,9,4
31025,The Embarcadero&Howard St NE-FS/SB,EMBRHWR1,EMBRHWRD,4519,37.792686,-122.391146,0,HOWARD ST,THE EMBARCADERO,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1634137,120,,"(37.79268600037918, -122.39114599978204)",108,1,10,8
31619,Hyde St&Vallejo St NW-NS,HYDEVAL1,HYDEVALL,5091,37.797406,-122.418773,0,VALLEJO ST,HYDE ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1635102,120,,"(37.79740600006296, -122.41877300021238)",107,6,3,32
33626,McLaren School Turnback Point,TURNBACK,,7959,37.715008,-122.425047,,JOHN DALY BLVD,SUNNYDALE AVE,,,,,09/11/2019 06:58:28 PM +0000,1639989,120,,"(37.715007999570375, -122.4250470004335)",73,9,9,19
33328,Sutter St&Sansome St NW-FS/BZ,SUTTSAN0,SUTTSANS,6606,37.790298,-122.400674,0,SANSOME ST,SUTTER ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1639181,120,,"(37.79029800001938, -122.40067400048389)",108,6,3,8
32095,Parnassus Ave&4th Ave NE-NS/BZ,PARN 4A0,PARN 4AV,5885,37.762727,-122.46074,0,4TH AVE,PARNASSUS AVE,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1636632,120,,"(37.762726999937094, -122.46073999945935)",109,7,11,14
30568,Cortland Ave&Ellsworth St SW-NS/BZ,CORTEWT0,CORTEWTH,4152,37.738829,-122.414615,0,ELLSWORTH ST,CORTLAND AVE,NS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633411,120,,"(37.73882900012091, -122.4146150003379)",83,9,2,2
31703,Market St&Noe St N-NS/SI,MRKTNOE0,MRKTNOE.,5686,37.764489,-122.432812,0,NOE ST,MARKET ST,NS,N,SI,0,09/11/2019 06:58:28 PM +0000,1635680,120,,"(37.764489000034914, -122.43281199943887)",28,3,5,5
30282,11th St&Harrison St S-FS/BZ,11STHAR0,11STHARR,3239,37.770557,-122.412492,0,HARRISON ST,11TH ST,FS,S,BZ,1,09/11/2019 06:58:28 PM +0000,1632823,120,,"(37.77055700019248, -122.4124919999656)",32,1,10,20
30187,3rd St&Brannan St. E-MB/BB,.3STBRA0,3STBRAN,3114,37.779285,-122.393185,0,BRANNAN ST,3RD ST,MB,E,BB,0,09/11/2019 06:58:28 PM +0000,1632502,120,,"(37.77928499994367, -122.39318500043987)",31,1,10,8
32982,Cortland Ave&Bradford St N-MB/PS,CORTBRF1,CORTBRFD,4147,37.739791,-122.409746,0,BRADFORD ST,CORTLAND AVE,MB,N,,0,09/11/2019 06:58:28 PM +0000,1638491,120,,"(37.73979100000283, -122.40974600010995)",83,9,2,2
33150,Bush St&Sansome St S-MB/SB,BUSHSANS,,7302,37.791066,-122.400949,0,SANSOME ST,BUSH ST,,,,0,09/11/2019 06:58:28 PM +0000,1638714,120,,"(37.79106599986872, -122.40094900008853)",108,6,3,8
30103,24th St&South Van Ness Ave SW-NS,24STSOV1,24STSOVN,3484,37.752311,-122.416373,0,SOUTH VAN NESS AVE,24TH ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1632441,120,,"(37.75231100027053, -122.41637299945086)",53,3,2,20
30382,24th St&Hoffman Ave NE-NS,24STHOF0,24STHOFF,3475,37.750977,-122.440504,0,HOFFMAN AVE,24TH ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1632928,120,,"(37.75097699979778, -122.44050400023308)",51,3,5,22
30845,Corbett Ave&Romain St S-FS/SB,CRBTROM0,CRBTROMN,4187,37.755349,-122.44283,0,ROMAIN ST,CORBETT AVE,FS,S,,0,09/11/2019 06:58:28 PM +0000,1633819,120,,"(37.75534900031558, -122.44282999998698)",51,7,5,38
31326,Haight St&Gough St NW-FS/BZ,HAITGOU0,HAITGOUG,4954,37.773183,-122.422553,0,GOUGH ST,HAIGHT ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634836,120,,"(37.773183000095464, -122.42255300018945)",26,4,11,9
30758,Diamond St&27TH St SW-FS/PS,DIAM27S0,DIAM27ST,4377,37.746256,-122.435922,0,27TH ST,DIAMOND ST,FS,SW,,0,09/11/2019 06:58:28 PM +0000,1633757,120,,"(37.74625600021817, -122.43592199975008)",84,9,5,22
32581,Taraval St&32nd Ave SW-NS/PS,TARA32A1,TARA32AV,6629,37.742355,-122.489749,0,32ND AVE,TARAVAL ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1639402,120,,"(37.742354999946556, -122.48974899984343)",40,10,7,35
31966,Randolph St&Arch St NE-NS/PS,RNDOARC1,RNDOARCH,6172,37.714342,-122.466982,0,ARCH ST,RANDOLPH ST,NS,NE,,1,09/11/2019 06:58:28 PM +0000,1636356,120,,"(37.7143419997242, -122.46698200020059)",65,10,1,24
31371,Lombard St&Divisadero St SW-NS/BZ,LOMBDIV1,LOMBDIVI,5272,37.798882,-122.442735,0,DIVISADERO ST,LOMBARD ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1634708,120,,"(37.79888199965857, -122.44273499963954)",14,4,6,13
30619,Buena Vista Ave&Buena Vista Ter SW,BV EBVT0,BV EBVTR,3817,37.76867,-122.43854,0,BUENA VISTA TER,BUENA VISTA AVE,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633338,120,,"(37.76867000005863, -122.43854000055036)",112,7,5,5
32853,Cabrillo St&47TH Ave NE-NS/PS,CBRO47A0,CBRO47AV,3924,37.773421,-122.507767,0,47TH AVE,CABRILLO ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1638009,120,,"(37.773421000050895, -122.50776699959732)",8,8,4,29
31797,24th St&Diamond St SW-NS/BZ,24STDIA1,24STDIAM,3465,37.751092,-122.436402,0,DIAMOND ST,24TH ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1635971,120,,"(37.751092000271186, -122.43640199956349)",84,3,5,22
